Protein	Protein(Ensembl)	Gene_Id	Source ID	ratio	iCUB	tAI	T3s	C3s	A3s	G3s	CAI_CODONW	CBI	Fop_CODONW	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo	CAI_EMBOSS	CAI_coRdon	MELP	E	GCB	Fop_coRdon	MILC_SELF	MILC_REF	B_SELF	B_REF	MCB_SELF	MCB_REF	ENC	ENC_prime_SELF	ENC_prime_REF	SCUO	Sc	St
P49095	YMR189W	CENPK1137D_225	fluxes_Gecko_Yu2020_Clim	1.29833735972045E-05	36.6405166619555	0.283921046970188	0.4523	0.2238	0.3781	0.1909	0.189	0.173	0.501	46.36	0.324	0.399	1002	1034	-0.195551	0.071567	0.576	0.657461332591737	1.16147723110568	0.447881941796495	-0.359364373974607	0.496031746031746	0.538181732114894	0.46335969203853	0.193676244553898	0.43242700024262	0.108390308881813	0.75304103048224	46.3564122724451	59.8027163223304	43.2219892889781	0.137689210688783	-0.1013	0.0293
P07172	YIL116W	CENPK1137D_5143	fluxes_Gecko_Lahtvee2017_EtOH60	1.31094380481928E-05	24.2811798759503	0.301017595297185	0.4286	0.2381	0.3659	0.2264	0.209	0.22	0.533	47.81	0.36	0.397	375	385	-0.127273	0.075325	0.589	0.681762503123534	1.16937347356838	0.714956554436201	-0.295466579145801	0.414438502673797	0.526468391159673	0.450214070234667	0.279274552974856	0.390617515486777	0.149528386139563	0.623605720431023	47.8070136277345	61	42.840732602894	0.138118722825051	-0.0561	0.046
P38066	YBL033C	CENPK1137D_4890	fluxes_Gecko_Lahtvee2017_EtOH60	1.39404975191487E-05	30.3707415980819	0.27374637891078	0.331	0.3275	0.3281	0.2754	0.112	0.042	0.417	54.9	0.47	0.481	336	345	-0.59971	0.055072	0.445	0.642103279165753	0.829696631698007	0.700132442258291	-0.644485414105505	0.333333333333333	0.666225917987204	0.80297531957403	0.41225173435874	0.588819642507944	0.327014456881332	1.1030306149445	54.902873559028	53.4784793748944	32.7817684545277	0.11899000715897	0.0361	0.0112
P38066	YBL033C	CENPK1137D_4890	fluxes_Gecko_Lahtvee2017_EtOH40	1.4719681673029E-05	30.3707415980819	0.27374637891078	0.331	0.3275	0.3281	0.2754	0.112	0.042	0.417	54.9	0.47	0.481	336	345	-0.59971	0.055072	0.445	0.642103279165753	0.829696631698007	0.700132442258291	-0.644485414105505	0.333333333333333	0.666225917987204	0.80297531957403	0.41225173435874	0.588819642507944	0.327014456881332	1.1030306149445	54.902873559028	53.4784793748944	32.7817684545277	0.11899000715897	0.0361	0.0112
P09950	YDR232W	CENPK1137D_4056	fluxes_Gecko_Lahtvee2017_EtOH40	1.61346118036518E-05	33.8639078745702	0.347257045680685	0.3529	0.3573	0.3027	0.2205	0.213	0.262	0.553	49.84	0.464	0.471	535	548	-0.193066	0.071168	0.572	0.637485983530818	1.40229861936925	0.744539751781222	-0.278355370244029	0.24577861163227	0.609264747398703	0.434475752156662	0.303092696908366	0.407087326342553	0.224685485430844	0.526047072648607	49.844958893023	56.9909969090834	45.1694333066896	0.116951119189321	-0.1069	0.0434
P15496	YPL117C	CENPK1137D_1583	fluxes_Gecko_Lahtvee2017_REF	1.65910029946166E-05	30.7303986151226	0.305735613670049	0.4977	0.2304	0.433	0.1839	0.275	0.241	0.562	42.42	0.299	0.372	274	288	-0.591319	0.09375	0.675	0.811616112347226	1.12979817011705	1.02810118835385	-0.166213861802661	0.640569395017794	0.609724567276148	0.539675654823355	0.354629809658856	0.344936679070153	0.199532277406918	0.428201967666722	42.4161202744631	59.6547430208265	46.3831146896419	0.241009504319017	-0.0239	0.0725
P49095	YMR189W	CENPK1137D_225	fluxes_Gecko_Yu2020_CN30	1.90680506840822E-05	36.6405166619555	0.283921046970188	0.4523	0.2238	0.3781	0.1909	0.189	0.173	0.501	46.36	0.324	0.399	1002	1034	-0.195551	0.071567	0.576	0.657461332591737	1.16147723110568	0.447881941796495	-0.359364373974607	0.496031746031746	0.538181732114894	0.46335969203853	0.193676244553898	0.43242700024262	0.108390308881813	0.75304103048224	46.3564122724451	59.8027163223304	43.2219892889781	0.137689210688783	-0.1013	0.0293
P15454	YDR454C	CENPK1137D_4280	fluxes_Gecko_Lahtvee2017_Osmo02	1.99680406951317E-05	36.6494430487157	0.343356362718092	0.4483	0.2966	0.3241	0.209	0.314	0.361	0.623	42.82	0.388	0.408	183	187	-0.392513	0.096257	0.675	0.706408138483501	1.9972135740827	0.908095878774853	-0.104233168201944	0.5	0.632695615231862	0.316789162382121	0.383260826822484	0.422048856052024	0.185404842939669	0.247792840340386	42.8247581268188	58.5624587620037	54.7683827275148	0.236507883953665	-0.1323	0.0391
P40012	YER014W	CENPK1137D_3670	fluxes_Gecko_Yu2021_Gln_glc1	2.02625736889771E-05	42.9053584430624	0.279437866658542	0.3379	0.2644	0.4353	0.227	0.124	0.086	0.449	51.64	0.382	0.408	521	539	-0.319666	0.072356	0.486	0.634809112579635	0.817160320038783	0.552234404693708	-0.587009957809185	0.415057915057915	0.5392218199424	0.659872740659763	0.273140140502271	0.494609061262248	0.134085088267876	0.919579536302807	51.6375471249013	59.6379807786078	37.7490029928007	0.086027255488129	0.099	0.0351
P19262	YDR148C	CENPK1137D_3972	fluxes_Gecko_Yu2020_Clim	2.0475182222245E-05	41.793043771806	0.358222167444503	0.4548	0.2345	0.3273	0.2176	0.24	0.29	0.572	43.15	0.361	0.431	449	463	-0.379482	0.051836	0.615	0.649826403410352	1.56691561044838	0.845719695768403	-0.223268693817337	0.434210526315789	0.609588904612067	0.389037482648878	0.32945447107899	0.38955515962018	0.203455016454991	0.383985997152229	43.1533438599434	56.3992961811094	50.3788970136146	0.170239740023934	-0.1787	0.0392
P07172	YIL116W	CENPK1137D_5143	fluxes_Gecko_Lahtvee2017_Osmo06	2.09321255908525E-05	24.2811798759503	0.301017595297185	0.4286	0.2381	0.3659	0.2264	0.209	0.22	0.533	47.81	0.36	0.397	375	385	-0.127273	0.075325	0.589	0.681762503123534	1.16937347356838	0.714956554436201	-0.295466579145801	0.414438502673797	0.526468391159673	0.450214070234667	0.279274552974856	0.390617515486777	0.149528386139563	0.623605720431023	47.8070136277345	61	42.840732602894	0.138118722825051	-0.0561	0.046
P06773	YHR144C	CENPK1137D_5293	fluxes_Gecko_Yu2021_N30_030	2.12196699887334E-05	28.3706929422466	0.279471937869752	0.4143	0.2151	0.4558	0.2039	0.128	-0.019	0.396	49.2	0.317	0.384	303	312	-0.289423	0.070513	0.502	0.69503185691494	0.677490888319752	0.533941314678455	-0.59018550181229	0.425742574257426	0.54578277642313	0.805594268251677	0.296389808481121	0.555098098485993	0.175397740904236	1.20838522879335	49.1976693435034	59.9927674587111	34.0985459724071	0.162336317612719	0.0747	0.0323
P15454	YDR454C	CENPK1137D_4280	fluxes_Gecko_Lahtvee2017_REF	2.15143264111169E-05	36.6494430487157	0.343356362718092	0.4483	0.2966	0.3241	0.209	0.314	0.361	0.623	42.82	0.388	0.408	183	187	-0.392513	0.096257	0.675	0.706408138483501	1.9972135740827	0.908095878774853	-0.104233168201944	0.5	0.632695615231862	0.316789162382121	0.383260826822484	0.422048856052024	0.185404842939669	0.247792840340386	42.8247581268188	58.5624587620037	54.7683827275148	0.236507883953665	-0.1323	0.0391
P32347	YDR047W	CENPK1137D_3867	fluxes_Gecko_Yu2021_Gln_glc1	2.47685285195688E-05	30.2690357762508	0.304607611167138	0.4051	0.2628	0.3333	0.281	0.16	0.154	0.494	52.7	0.412	0.441	340	362	-0.179834	0.107735	0.531	0.673289278986455	0.892094766365469	0.586476020035414	-0.439359961588606	0.322946175637394	0.52997435347908	0.594078536788504	0.235476690305978	0.401511199540194	0.21161016871538	1.02133293662359	52.6952030163917	58.1438492927206	37.0485042308035	0.101316005078485	-0.0804	0.0272
P07172	YIL116W	CENPK1137D_5143	fluxes_Gecko_Yu2021_N30_010	2.49686719310775E-05	24.2811798759503	0.301017595297185	0.4286	0.2381	0.3659	0.2264	0.209	0.22	0.533	47.81	0.36	0.397	375	385	-0.127273	0.075325	0.589	0.681762503123534	1.16937347356838	0.714956554436201	-0.295466579145801	0.414438502673797	0.526468391159673	0.450214070234667	0.279274552974856	0.390617515486777	0.149528386139563	0.623605720431023	47.8070136277345	61	42.840732602894	0.138118722825051	-0.0561	0.046
P15496	YPL117C	CENPK1137D_1583	fluxes_Gecko_Yu2021_Gln_glc2	2.57542532248394E-05	30.7303986151226	0.305735613670049	0.4977	0.2304	0.433	0.1839	0.275	0.241	0.562	42.42	0.299	0.372	274	288	-0.591319	0.09375	0.675	0.811616112347226	1.12979817011705	1.02810118835385	-0.166213861802661	0.640569395017794	0.609724567276148	0.539675654823355	0.354629809658856	0.344936679070153	0.199532277406918	0.428201967666722	42.4161202744631	59.6547430208265	46.3831146896419	0.241009504319017	-0.0239	0.0725
P38066	YBL033C	CENPK1137D_4890	fluxes_Gecko_Yu2021_N30_005	2.6430730260359E-05	30.3707415980819	0.27374637891078	0.331	0.3275	0.3281	0.2754	0.112	0.042	0.417	54.9	0.47	0.481	336	345	-0.59971	0.055072	0.445	0.642103279165753	0.829696631698007	0.700132442258291	-0.644485414105505	0.333333333333333	0.666225917987204	0.80297531957403	0.41225173435874	0.588819642507944	0.327014456881332	1.1030306149445	54.902873559028	53.4784793748944	32.7817684545277	0.11899000715897	0.0361	0.0112
P40012	YER014W	CENPK1137D_3670	fluxes_Gecko_Yu2021_std_010	2.76360769502406E-05	42.9053584430624	0.279437866658542	0.3379	0.2644	0.4353	0.227	0.124	0.086	0.449	51.64	0.382	0.408	521	539	-0.319666	0.072356	0.486	0.634809112579635	0.817160320038783	0.552234404693708	-0.587009957809185	0.415057915057915	0.5392218199424	0.659872740659763	0.273140140502271	0.494609061262248	0.134085088267876	0.919579536302807	51.6375471249013	59.6379807786078	37.7490029928007	0.086027255488129	0.099	0.0351
P32347	YDR047W	CENPK1137D_3867	fluxes_Gecko_Yu2021_N30_005	2.77520439483363E-05	30.2690357762508	0.304607611167138	0.4051	0.2628	0.3333	0.281	0.16	0.154	0.494	52.7	0.412	0.441	340	362	-0.179834	0.107735	0.531	0.673289278986455	0.892094766365469	0.586476020035414	-0.439359961588606	0.322946175637394	0.52997435347908	0.594078536788504	0.235476690305978	0.401511199540194	0.21161016871538	1.02133293662359	52.6952030163917	58.1438492927206	37.0485042308035	0.101316005078485	-0.0804	0.0272
P06773	YHR144C	CENPK1137D_5293	fluxes_Gecko_Lahtvee2017_EtOH60	2.82838338341597E-05	28.3706929422466	0.279471937869752	0.4143	0.2151	0.4558	0.2039	0.128	-0.019	0.396	49.2	0.317	0.384	303	312	-0.289423	0.070513	0.502	0.69503185691494	0.677490888319752	0.533941314678455	-0.59018550181229	0.425742574257426	0.54578277642313	0.805594268251677	0.296389808481121	0.555098098485993	0.175397740904236	1.20838522879335	49.1976693435034	59.9927674587111	34.0985459724071	0.162336317612719	0.0747	0.0323
P15496	YPL117C	CENPK1137D_1583	fluxes_Gecko_Yu2021_std_010	2.89852873775784E-05	30.7303986151226	0.305735613670049	0.4977	0.2304	0.433	0.1839	0.275	0.241	0.562	42.42	0.299	0.372	274	288	-0.591319	0.09375	0.675	0.811616112347226	1.12979817011705	1.02810118835385	-0.166213861802661	0.640569395017794	0.609724567276148	0.539675654823355	0.354629809658856	0.344936679070153	0.199532277406918	0.428201967666722	42.4161202744631	59.6547430208265	46.3831146896419	0.241009504319017	-0.0239	0.0725
P07172	YIL116W	CENPK1137D_5143	fluxes_Gecko_Yu2021_N30_013	2.93500185615899E-05	24.2811798759503	0.301017595297185	0.4286	0.2381	0.3659	0.2264	0.209	0.22	0.533	47.81	0.36	0.397	375	385	-0.127273	0.075325	0.589	0.681762503123534	1.16937347356838	0.714956554436201	-0.295466579145801	0.414438502673797	0.526468391159673	0.450214070234667	0.279274552974856	0.390617515486777	0.149528386139563	0.623605720431023	47.8070136277345	61	42.840732602894	0.138118722825051	-0.0561	0.046
P40012	YER014W	CENPK1137D_3670	fluxes_Gecko_Yu2021_Gln_N30	2.96114065031045E-05	42.9053584430624	0.279437866658542	0.3379	0.2644	0.4353	0.227	0.124	0.086	0.449	51.64	0.382	0.408	521	539	-0.319666	0.072356	0.486	0.634809112579635	0.817160320038783	0.552234404693708	-0.587009957809185	0.415057915057915	0.5392218199424	0.659872740659763	0.273140140502271	0.494609061262248	0.134085088267876	0.919579536302807	51.6375471249013	59.6379807786078	37.7490029928007	0.086027255488129	0.099	0.0351
P15454	YDR454C	CENPK1137D_4280	fluxes_Gecko_Lahtvee2017_Osmo06	2.99975482158848E-05	36.6494430487157	0.343356362718092	0.4483	0.2966	0.3241	0.209	0.314	0.361	0.623	42.82	0.388	0.408	183	187	-0.392513	0.096257	0.675	0.706408138483501	1.9972135740827	0.908095878774853	-0.104233168201944	0.5	0.632695615231862	0.316789162382121	0.383260826822484	0.422048856052024	0.185404842939669	0.247792840340386	42.8247581268188	58.5624587620037	54.7683827275148	0.236507883953665	-0.1323	0.0391
P07172	YIL116W	CENPK1137D_5143	fluxes_Gecko_Yu2021_Gln_glc2	3.02070608256363E-05	24.2811798759503	0.301017595297185	0.4286	0.2381	0.3659	0.2264	0.209	0.22	0.533	47.81	0.36	0.397	375	385	-0.127273	0.075325	0.589	0.681762503123534	1.16937347356838	0.714956554436201	-0.295466579145801	0.414438502673797	0.526468391159673	0.450214070234667	0.279274552974856	0.390617515486777	0.149528386139563	0.623605720431023	47.8070136277345	61	42.840732602894	0.138118722825051	-0.0561	0.046
P28789	YDL205C	CENPK1137D_3997	fluxes_Gecko_Lahtvee2017_EtOH20	3.08130271085945E-05	32.2325788253457	0.320800784451002	0.3896	0.241	0.3936	0.2634	0.184	0.221	0.535	48.74	0.379	0.416	314	327	-0.280122	0.055046	0.542	0.691625162074183	1.08242207797145	0.718065425763898	-0.401367914781186	0.468354430379747	0.56187221726808	0.519087912841796	0.292898936344158	0.407900068482706	0.162307088492132	0.74042480697483	48.7435098375117	59.7182601632588	38.1850538188504	0.140252209134979	-0.0259	0.0575
P40012	YER014W	CENPK1137D_3670	fluxes_Gecko_Yu2021_Gln_glc2	3.21188094530529E-05	42.9053584430624	0.279437866658542	0.3379	0.2644	0.4353	0.227	0.124	0.086	0.449	51.64	0.382	0.408	521	539	-0.319666	0.072356	0.486	0.634809112579635	0.817160320038783	0.552234404693708	-0.587009957809185	0.415057915057915	0.5392218199424	0.659872740659763	0.273140140502271	0.494609061262248	0.134085088267876	0.919579536302807	51.6375471249013	59.6379807786078	37.7490029928007	0.086027255488129	0.099	0.0351
P28789	YDL205C	CENPK1137D_3997	fluxes_Gecko_Yu2021_Gln_glc2	3.4294612676181E-05	32.2325788253457	0.320800784451002	0.3896	0.241	0.3936	0.2634	0.184	0.221	0.535	48.74	0.379	0.416	314	327	-0.280122	0.055046	0.542	0.691625162074183	1.08242207797145	0.718065425763898	-0.401367914781186	0.468354430379747	0.56187221726808	0.519087912841796	0.292898936344158	0.407900068482706	0.162307088492132	0.74042480697483	48.7435098375117	59.7182601632588	38.1850538188504	0.140252209134979	-0.0259	0.0575
P07172	YIL116W	CENPK1137D_5143	fluxes_Gecko_Yu2021_N30_018	3.4871331570489E-05	24.2811798759503	0.301017595297185	0.4286	0.2381	0.3659	0.2264	0.209	0.22	0.533	47.81	0.36	0.397	375	385	-0.127273	0.075325	0.589	0.681762503123534	1.16937347356838	0.714956554436201	-0.295466579145801	0.414438502673797	0.526468391159673	0.450214070234667	0.279274552974856	0.390617515486777	0.149528386139563	0.623605720431023	47.8070136277345	61	42.840732602894	0.138118722825051	-0.0561	0.046
P06773	YHR144C	CENPK1137D_5293	fluxes_Gecko_Lahtvee2017_Osmo06	3.54932934628516E-05	28.3706929422466	0.279471937869752	0.4143	0.2151	0.4558	0.2039	0.128	-0.019	0.396	49.2	0.317	0.384	303	312	-0.289423	0.070513	0.502	0.69503185691494	0.677490888319752	0.533941314678455	-0.59018550181229	0.425742574257426	0.54578277642313	0.805594268251677	0.296389808481121	0.555098098485993	0.175397740904236	1.20838522879335	49.1976693435034	59.9927674587111	34.0985459724071	0.162336317612719	0.0747	0.0323
P28789	YDL205C	CENPK1137D_3997	fluxes_Gecko_Yu2021_N30_013	3.56155737788567E-05	32.2325788253457	0.320800784451002	0.3896	0.241	0.3936	0.2634	0.184	0.221	0.535	48.74	0.379	0.416	314	327	-0.280122	0.055046	0.542	0.691625162074183	1.08242207797145	0.718065425763898	-0.401367914781186	0.468354430379747	0.56187221726808	0.519087912841796	0.292898936344158	0.407900068482706	0.162307088492132	0.74042480697483	48.7435098375117	59.7182601632588	38.1850538188504	0.140252209134979	-0.0259	0.0575
P09950	YDR232W	CENPK1137D_4056	fluxes_Gecko_Yu2020_Clim	3.61866929114291E-05	33.8639078745702	0.347257045680685	0.3529	0.3573	0.3027	0.2205	0.213	0.262	0.553	49.84	0.464	0.471	535	548	-0.193066	0.071168	0.572	0.637485983530818	1.40229861936925	0.744539751781222	-0.278355370244029	0.24577861163227	0.609264747398703	0.434475752156662	0.303092696908366	0.407087326342553	0.224685485430844	0.526047072648607	49.844958893023	56.9909969090834	45.1694333066896	0.116951119189321	-0.1069	0.0434
P19262	YDR148C	CENPK1137D_3972	fluxes_Gecko_Yu2020_CN30	3.70405651056528E-05	41.793043771806	0.358222167444503	0.4548	0.2345	0.3273	0.2176	0.24	0.29	0.572	43.15	0.361	0.431	449	463	-0.379482	0.051836	0.615	0.649826403410352	1.56691561044838	0.845719695768403	-0.223268693817337	0.434210526315789	0.609588904612067	0.389037482648878	0.32945447107899	0.38955515962018	0.203455016454991	0.383985997152229	43.1533438599434	56.3992961811094	50.3788970136146	0.170239740023934	-0.1787	0.0392
P07172	YIL116W	CENPK1137D_5143	fluxes_Gecko_Yu2021_Gln_N30	3.7098755152527E-05	24.2811798759503	0.301017595297185	0.4286	0.2381	0.3659	0.2264	0.209	0.22	0.533	47.81	0.36	0.397	375	385	-0.127273	0.075325	0.589	0.681762503123534	1.16937347356838	0.714956554436201	-0.295466579145801	0.414438502673797	0.526468391159673	0.450214070234667	0.279274552974856	0.390617515486777	0.149528386139563	0.623605720431023	47.8070136277345	61	42.840732602894	0.138118722825051	-0.0561	0.046
P32347	YDR047W	CENPK1137D_3867	fluxes_Gecko_Yu2021_Phe_std	3.81647214302826E-05	30.2690357762508	0.304607611167138	0.4051	0.2628	0.3333	0.281	0.16	0.154	0.494	52.7	0.412	0.441	340	362	-0.179834	0.107735	0.531	0.673289278986455	0.892094766365469	0.586476020035414	-0.439359961588606	0.322946175637394	0.52997435347908	0.594078536788504	0.235476690305978	0.401511199540194	0.21161016871538	1.02133293662359	52.6952030163917	58.1438492927206	37.0485042308035	0.101316005078485	-0.0804	0.0272
P40012	YER014W	CENPK1137D_3670	fluxes_Gecko_Yu2021_N30_005	3.85928879795907E-05	42.9053584430624	0.279437866658542	0.3379	0.2644	0.4353	0.227	0.124	0.086	0.449	51.64	0.382	0.408	521	539	-0.319666	0.072356	0.486	0.634809112579635	0.817160320038783	0.552234404693708	-0.587009957809185	0.415057915057915	0.5392218199424	0.659872740659763	0.273140140502271	0.494609061262248	0.134085088267876	0.919579536302807	51.6375471249013	59.6379807786078	37.7490029928007	0.086027255488129	0.099	0.0351
P40012	YER014W	CENPK1137D_3670	fluxes_Gecko_Yu2021_Ile_N30	3.87368079249405E-05	42.9053584430624	0.279437866658542	0.3379	0.2644	0.4353	0.227	0.124	0.086	0.449	51.64	0.382	0.408	521	539	-0.319666	0.072356	0.486	0.634809112579635	0.817160320038783	0.552234404693708	-0.587009957809185	0.415057915057915	0.5392218199424	0.659872740659763	0.273140140502271	0.494609061262248	0.134085088267876	0.919579536302807	51.6375471249013	59.6379807786078	37.7490029928007	0.086027255488129	0.099	0.0351
P28789	YDL205C	CENPK1137D_3997	fluxes_Gecko_Lahtvee2017_Osmo02	3.88976947040151E-05	32.2325788253457	0.320800784451002	0.3896	0.241	0.3936	0.2634	0.184	0.221	0.535	48.74	0.379	0.416	314	327	-0.280122	0.055046	0.542	0.691625162074183	1.08242207797145	0.718065425763898	-0.401367914781186	0.468354430379747	0.56187221726808	0.519087912841796	0.292898936344158	0.407900068482706	0.162307088492132	0.74042480697483	48.7435098375117	59.7182601632588	38.1850538188504	0.140252209134979	-0.0259	0.0575
P15454	YDR454C	CENPK1137D_4280	fluxes_Gecko_Lahtvee2017_EtOH40	3.97159259347289E-05	36.6494430487157	0.343356362718092	0.4483	0.2966	0.3241	0.209	0.314	0.361	0.623	42.82	0.388	0.408	183	187	-0.392513	0.096257	0.675	0.706408138483501	1.9972135740827	0.908095878774853	-0.104233168201944	0.5	0.632695615231862	0.316789162382121	0.383260826822484	0.422048856052024	0.185404842939669	0.247792840340386	42.8247581268188	58.5624587620037	54.7683827275148	0.236507883953665	-0.1323	0.0391
P32347	YDR047W	CENPK1137D_3867	fluxes_Gecko_Yu2021_Phe_N30	4.01112527985201E-05	30.2690357762508	0.304607611167138	0.4051	0.2628	0.3333	0.281	0.16	0.154	0.494	52.7	0.412	0.441	340	362	-0.179834	0.107735	0.531	0.673289278986455	0.892094766365469	0.586476020035414	-0.439359961588606	0.322946175637394	0.52997435347908	0.594078536788504	0.235476690305978	0.401511199540194	0.21161016871538	1.02133293662359	52.6952030163917	58.1438492927206	37.0485042308035	0.101316005078485	-0.0804	0.0272
P15496	YPL117C	CENPK1137D_1583	fluxes_Gecko_Yu2021_Gln_N30	4.0395272822799E-05	30.7303986151226	0.305735613670049	0.4977	0.2304	0.433	0.1839	0.275	0.241	0.562	42.42	0.299	0.372	274	288	-0.591319	0.09375	0.675	0.811616112347226	1.12979817011705	1.02810118835385	-0.166213861802661	0.640569395017794	0.609724567276148	0.539675654823355	0.354629809658856	0.344936679070153	0.199532277406918	0.428201967666722	42.4161202744631	59.6547430208265	46.3831146896419	0.241009504319017	-0.0239	0.0725
